question,received_answer,expected_answer,tema,flag_original,flag_synthetic,flag_typo_injected,flag_informal,latency,type,score,tool
Como faço para acessar os dados da minha vacinação no aplicativo Meu SUS Digital?,"Para acessar os dados da sua vacinação no aplicativo Meu SUS Digital, siga estes passos:

Baixe o aplicativo Meu SUS Digital na loja de aplicativos do seu celular (disponível para iOS e Android).
Abra o aplicativo e faça login utilizando seu CPF e a senha da sua conta gov.br.
Após o login, acesse a área de ""Vacinação"" para visualizar seu histórico vacinal registrado pelo Ministério da Saúde.

Se preferir, você também pode acessar pelo portal: https://meususdigital.saude.gov.br/

Caso tenha dificuldades ou precise de informações detalhadas sobre suas vacinas, procure uma Unidade Básica de Saúde (UBS) próxima.

Se quiser saber mais sobre vacinas, calendário vacinal ou o Programa Farmácia Popular, posso ajudar! Tem mais alguma dúvida?","O Meu SUS Digital é um aplicativo oficial do Ministério da Saúde que visa facilitar o acesso às informações sobre saúde. Este aplicativo possibilita o acesso à Caderneta de Vacinação digital. O Meu SUS Digital está disponível nas versões para Web e em aplicativo iOS e Android. Para maiores informações, procure a unidade básica de saúde ou consulte os links <https://www.gov.br/saude/pt-br/vacinacao>; <https://meususdigital.saude.gov.br/login>.",Informações Gerais,0,1,0,0,17.35,factual_correctness(mode=f1),0.67,ragas
Como faço para achar uma farmácia que participe do Farmácia Popular?,"Para encontrar uma farmácia participante do Programa Farmácia Popular, você pode consultar o painel oficial de endereços do Ministério da Saúde.

Esse painel permite pesquisar por região, estado, município e bairro, e a lista de farmácias ativas é atualizada diariamente.

Acesse o painel pelo link: https://infoms.saude.gov.br/extensions/SEIDIGI_DEMAS_PFPB_ENDERECOS/index.html

Se precisar de mais informações sobre os benefícios do Programa Farmácia Popular ou quiser saber sobre vacinas e o calendário vacinal, posso ajudar! Tem mais alguma dúvida?","Você pode procurar estabelecimentos identificados com a logomarca do Programa Farmácia Popular ou consultar o painel oficial de endereços do Ministério da Saúde. No painel, é possível pesquisar por região, estado (UF), município e bairro, e a lista de farmácias ativas é atualizada diariamente. https://infoms.saude.gov.br/extensions/SEIDIGI_DEMAS_PFPB_ENDERECOS/index.html


Localize por regiões (municípios)
",Elegibilidade e Requisitos de Acesso,0,1,0,0,14.67,factual_correctness(mode=f1),0.84,ragas
"Como faço para anotar a aplicação da vacina contra sarampo, caxumba e rubéola no meu Cartão de Vacinas?","A anotação da aplicação da vacina contra sarampo, caxumba e rubéola (SCR ou tríplice viral) no Cartão de Vacinas deve ser feita pelo profissional de saúde que aplicou a vacina.

No registro, normalmente são incluídas as seguintes informações:

Data da aplicação
Nome da vacina (SCR ou tríplice viral)
Número do lote da vacina
Assinatura ou identificação do profissional de saúde

Esses dados garantem o controle correto do seu esquema vacinal.

Se precisar de mais informações sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular, posso ajudar! Tem mais alguma dúvida?","Para atualizar o Cartão de Vacinas com a tríplice viral, é importante verificar a situação vacinal e completar o esquema conforme a idade. Pessoas de 12 meses a 29 anos devem ter 2 doses da vacina. Caso não tenham comprovação, devem iniciar ou completar o esquema, com intervalo mínimo de 30 dias entre as doses. Pessoas de 30 a 59 anos devem ter pelo menos 1 dose registrada. Para trabalhadores de saúde, são recomendadas 2 doses, independentemente da idade, respeitando o intervalo entre elas. Em pessoas com 60 anos ou mais, a vacinação deve ser avaliada pela equipe de saúde, considerando as condições clínicas. Em todos os casos, recomenda-se procurar uma unidade de saúde para avaliação e atualização do Cartão de Vacinas, conforme as orientações do Programa Nacional de Imunizações (PNI).",Vacina tríplice viral,0,1,0,0,14.84,factual_correctness(mode=f1),0.11,ragas
Como faço para confirmar se o remédio receitado está incluído na lista governamental?,"Para confirmar se o remédio receitado está incluído na lista governamental do Ministério da Saúde, siga estes passos:

Verifique se o princípio ativo do medicamento está na lista oficial do Programa Farmácia Popular, publicada pelo Ministério da Saúde.
Consulte o elenco oficial de medicamentos e insumos do programa e compare com o princípio ativo da sua receita.
Em caso de dúvida, procure uma farmácia credenciada ao Programa Farmácia Popular. Os profissionais podem orientar sobre a inclusão do medicamento no programa.

Se precisar de mais informações sobre medicamentos, vacinas ou outros benefícios do Ministério da Saúde, posso ajudar! Deseja saber como acessar a lista oficial ou tem outra dúvida?","Você pode verificar se o princípio ativo consta no elenco oficial do Programa Farmácia Popular publicado pelo Ministério da Saúde. A forma mais segura é consultar o elenco oficial de medicamentos e insumos e comparar com o princípio ativo da receita. Se houver dúvida, a farmácia credenciada também pode orientar se o item faz parte do programa.",Elenco de Medicamentos e Patologias,0,1,0,0,14.57,factual_correctness(mode=f1),0.75,ragas
Como faço para conseguir a autorização para pegar os absorventes?,"Para conseguir a autorização para retirar absorventes pelo Programa Farmácia Popular, dentro do Programa Dignidade Menstrual, você pode seguir um destes caminhos:

Acesse o aplicativo ""Meu SUS Digital"" e clique no botão do programa para emitir a autorização de retirada.
Caso prefira, vá até uma Unidade Básica de Saúde (UBS) e solicite auxílio para emitir a autorização.

Se precisar de mais detalhes sobre o processo ou tiver dúvidas sobre outros benefícios do Programa Farmácia Popular, posso ajudar! Deseja saber mais sobre os critérios para receber os absorventes ou sobre outros medicamentos disponíveis?","Você deve acessar o aplicativo ""Meu SUS Digital"" e clicar no botão do Programa Dignidade Menstrual para emitir a sua autorização ou se dirigir a uma Unidade Básica de Sáude (UBS) para pedir auxilio na emissão dessa autorização.",Programa Dignidade Menstrual,1,0,0,0,14.07,factual_correctness(mode=f1),0.77,ragas
Como faço para consultar o retorno sobre a reclamação que abri no serviço 136?,"Desculpe, não posso ajudar com isso. Se precisar de orientações sobre vacinas e suas reações, calendário vacinal ou sobre o Programa Farmácia Popular, conte comigo!","Você receberá um número de protocolo com 7 dígitos para acompanhar sua manifestação pelos canais oficiais da Ouvidoria. Se a manifestação for anônima, não será possível acompanhar o andamento.","Denúncias, Reclamações e Segurança",0,1,0,0,9.98,factual_correctness(mode=f1),0.0,ragas
Como faço para descobrir quais imunizações são sugeridas conforme a minha idade e checar meu registro vacinal?,"Para saber quais imunizações são recomendadas conforme sua idade, o Ministério da Saúde disponibiliza o Calendário Nacional de Vacinação atualizado para o ano de 2026. As vacinas são organizadas por faixa etária e situação específica, como gestantes e idosos. Veja um resumo das principais recomendações:

Crianças (até nove anos, onze meses e vinte e nove dias): BCG, Hepatite B, Penta, VIP (poliomielite), Pneumocócica, Rotavírus, Meningocócica, Influenza, Covid-19, Febre Amarela, Tríplice Viral, Varicela, Hepatite A.
Adolescentes e jovens (dez a vinte e quatro anos, onze meses e vinte e nove dias): HPV, Dengue, Meningocócica, Hepatite B, dT (difteria e tétano), Varicela, Febre Amarela, Tríplice Viral.
Adultos (vinte e cinco a cinquenta e nove anos): Hepatite B, dT, Tríplice Viral, Febre Amarela, Varicela, Pneumocócica (em situações específicas), Influenza, Covid-19.
Idosos (sessenta anos ou mais): Hepatite B, dT, Tríplice Viral, Pneumocócica, Influenza, Covid-19, Febre Amarela (conforme risco).
Gestantes: Hepatite B, Influenza, dT/dTpa, dTpa (a partir da vigésima semana), Vacina contra Vírus Sincicial Respiratório (a partir da vigésima oitava semana), Febre Amarela (conforme risco).

Para consultar seu registro vacinal, você pode:

Levar sua caderneta de vacinação até uma Unidade Básica de Saúde (UBS) para conferência e atualização.
Acessar o aplicativo Conecte SUS, onde é possível visualizar seu histórico de vacinas aplicadas pelo SUS.

Se quiser detalhes completos do calendário, acesse o documento oficial do Ministério da Saúde: https://www.gov.br/saude/pt-br/vacinacao/publicacoes/instrucao-normativa-que-instrui-o-calendario-nacional-de-vacinacao-2026.pdf/view

Posso te ajudar com mais informações sobre vacinas, reações, calendário vacinal ou sobre o Programa Farmácia Popular?","Você pode consultar a equipe da sala de vacina em uma unidade de saúde do SUS mais próxima. Também, o  Ministério da Saúde disponibiliza o Calendário Nacional de Vacinação na internet, que informa quais vacinas devem ser tomadas em cada fase da vida. Acesse o link <https://www.gov.br/saude/pt-br/vacinacao>",Informações Gerais,0,1,0,0,27.35,factual_correctness(mode=f1),0.12,ragas
Como faço para meu bebê receber o Nirsevimabe?,"Para que sua criança receba o Nirsevimabe pelo Ministério da Saúde em 2026, siga estas orientações:

Verifique se sua criança se enquadra nos critérios de elegibilidade:

Prematuros nascidos antes de trinta e seis semanas e seis dias de gestação.
Crianças até vinte e quatro meses com comorbidades específicas, como cardiopatia congênita, displasia broncopulmonar, imunodeficiência, síndrome de Down, fibrose cística, doença neuromuscular ou anomalias congênitas das vias aéreas.

Separe a documentação necessária:

Para prematuros: certidão de nascimento da criança e CPF do responsável legal.
Para crianças com comorbidades: prescrição médica indicando o Nirsevimabe, relatório médico, certidão de nascimento da criança e CPF do responsável legal.

Procure a Rede de Imunobiológicos Especiais (RIE) ou a maternidade onde o Nirsevimabe é aplicado. A administração é feita diretamente nesses locais.

Se sua criança possui comorbidades, siga sempre a orientação da equipe médica que acompanha o caso para garantir a aplicação no momento adequado.

Em caso de dúvidas, entre em contato com a Unidade Básica de Saúde (UBS) ou com a Rede de Imunobiológicos Especiais (RIE) do seu município.

Se precisar de mais informações sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular, posso ajudar! Deseja saber mais sobre algum desses temas?","A aplicação acontece nas maternidades habilitadas ou Centros de Referência (RIE), não no posto de saúde comum. Converse com a equipe da maternidade ou com o médico do bebê para o encaminhamento correto, levando os documentos da criança. Lembre-se também que as vacinas BCG e hepatite B devem ser dada ao bebê ao nascer, preferentemente ainda na maternidade! Saiba sobre as indicações para uso do Nirsevimabe no link <https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/guias-e-manuais/2026/guia-de-estrategia-contra-virus-sincicial-para-criancas-prematuras.pdf> e <https://www.gov.br/saude/pt-br/vacinacao>.",VSR - Nirsevimabe (Bebês),1,0,0,0,17.63,factual_correctness(mode=f1),0.3,ragas
Como faço para receber a vacina vírus sincicial respiratório (VVSR)? ,"Para receber a vacina contra o vírus sincicial respiratório (VVSR), siga estes passos:

Dirija-se à Unidade Básica de Saúde (UBS) de referência.
Leve seu CPF ou Cartão Nacional de Saúde (CNS) e, se for gestante, a Carteira de Gestante.
O profissional de saúde irá avaliar se você está dentro do grupo elegível, verificando, por exemplo, a idade gestacional (entre vinte e oito e trinta e seis semanas para gestantes).
Caso esteja apta, será aplicada uma dose única da vacina.
O registro da vacinação será feito no sistema integrado à Rede Nacional de Dados em Saúde (RNDS) via e-SUS APS.

A vacina está disponível durante todo o ano nas Unidades Básicas de Saúde (UBS).

Se quiser saber mais sobre o calendário vacinal, grupos prioritários ou outras vacinas do Programa Nacional de Imunizações do Ministério da Saúde, posso ajudar! Tem mais alguma dúvida?","É simples! Vá até o posto de saúde (UBS) mais perto de você e leve:- CPF ou Cartão do SUS- Carteira de Gestante. O profissional de saúde vai conferir se você está com 28 e mais de gravidez e, se estiver, aplica a vacina na hora. É uma dose só e é de graça! A vacina está disponível o ano todo.",Vacina VSR Gestante,1,0,0,0,14.64,factual_correctness(mode=f1),0.64,ragas
Como faço para sugerir que uma farmácia do meu bairro entre no programa?,"Para que uma farmácia do seu bairro participe do Programa Farmácia Popular do Ministério da Saúde, é necessário que o proprietário da farmácia tenha interesse em se credenciar ao programa.

O credenciamento depende da abertura de novos editais pelo Governo Federal, que são divulgados oficialmente. Quando houver edital aberto, o responsável pela farmácia pode se inscrever e seguir as orientações do Ministério da Saúde.

Se desejar, posso explicar como funciona o processo de credenciamento ou trazer mais informações sobre os benefícios do Programa Farmácia Popular. Gostaria de saber mais sobre algum desses pontos?",O credenciamento depende do interesse do dono da farmácia e da abertura de novos editais pelo Governo Federal.,Localização e Credenciamento de Farmácias,1,0,0,0,14.7,factual_correctness(mode=f1),0.57,ragas
Como funciona a proteção do bebê se a vacinação ocorre na gestante?,"A proteção do bebê ocorre porque, ao ser vacinada durante a gestação, a gestante produz anticorpos específicos contra o agente da vacina. Esses anticorpos são transferidos para o bebê através da placenta, principalmente no terceiro trimestre da gestação.

Dessa forma, o recém-nascido já nasce com níveis protetores de anticorpos, recebendo uma imunidade passiva nos primeiros meses de vida, período em que está mais vulnerável a infecções.

Se quiser saber mais sobre quais vacinas são recomendadas para gestantes pelo Programa Nacional de Imunizações do Ministério da Saúde, posso detalhar para você. Gostaria de saber mais?","Funciona assim: quando a mãe grávida toma a vacina, o corpo dela cria defesas contra o vírus. Essas defesas passam pela placenta para o bebê durante a gravidez. É como se a mãe desse um presente de proteção antes do bebê nascer! O bebê já nasce com essas defesas prontas e fica protegido nos primeiros meses de vida.",Vacina VSR Gestante,1,0,0,0,16.0,factual_correctness(mode=f1),0.8,ragas
Como funciona a vacinação combinada e existe a possibilidade de tomar a vacina da influenza junto com d+ vacinas?,"A vacinação combinada consiste na aplicação de duas ou mais vacinas no mesmo dia, em locais anatômicos diferentes. Segundo o Ministério da Saúde, é possível tomar a vacina da influenza junto com outras vacinas, sem prejuízo à segurança ou à eficácia.

Essa prática é segura, não sobrecarrega o sistema imunológico e segue as recomendações do Programa Nacional de Imunizações e de autoridades internacionais de saúde.

Se quiser saber mais sobre quais vacinas podem ser aplicadas junto com a da influenza ou sobre o calendário vacinal, posso te ajudar! Tem interesse em algum grupo específico ou outra dúvida?","Sim, a vacina da gripe pode ser tomada no mesmo dia que outras vacinas, em locais diferentes do corpo. Aproveite a ida à unidade de saúde para atualizar todas as vacinas em atraso.",Vacina influenza,0,1,0,0,16.63,factual_correctness(mode=f1),0.33,ragas
Como funciona a vacinação combinada e existe a possibilidade de tomar a vacina da influenza junto com demais vacinas?,"A vacinação combinada permite que diferentes vacinas sejam aplicadas no mesmo dia, desde que sejam administradas em locais diferentes do corpo.

Segundo o Ministério da Saúde, a vacina da influenza pode ser tomada junto com outras vacinas, sem prejuízo à eficácia ou segurança. Recomenda-se, inclusive, aproveitar a ida à Unidade Básica de Saúde (UBS) para atualizar todas as vacinas em atraso.

Se quiser saber mais sobre quais vacinas podem ser combinadas ou detalhes do calendário vacinal, posso te ajudar! Tem interesse em saber sobre alguma vacina específica?","Sim, a vacina da gripe pode ser tomada no mesmo dia que outras vacinas, em locais diferentes do corpo. Aproveite a ida à unidade de saúde para atualizar todas as vacinas em atraso.",Vacina influenza,0,1,0,0,16.4,factual_correctness(mode=f1),0.5,ragas
Como funciona e o jque abrange o plano governamental dei munização contra o VSR?,"O plano governamental de imunização contra o Vírus Sincicial Respiratório (VSR) é uma iniciativa do Governo Federal, coordenada pelo Ministério da Saúde por meio do Programa Nacional de Imunizações (PNI).

Veja como funciona e o que abrange:

O objetivo principal é reduzir casos graves e mortes infantis causadas por doenças como bronquiolite e pneumonia associadas ao VSR.
O programa utiliza duas estratégias: • Imunização materna com a vacina Abrysvo. • Proteção passiva de recém-nascidos e lactentes de risco com o anticorpo monoclonal Nirsevimabe.
A coordenação é feita pelo Programa Nacional de Imunizações do Ministério da Saúde.
A execução ocorre de forma descentralizada, nas Unidades Básicas de Saúde (UBS) e na Rede de Imunização Estadual.

Se quiser saber mais detalhes sobre o público-alvo, o calendário ou como acessar a imunização, posso te ajudar! Tem mais alguma dúvida sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular?","É um programa do governo federal para proteger os bebês contra o vírus VSR, que causa bronquiolite e pneumonia. O programa oferece duas formas de proteção gratuitas pelo SUS: 1) Vacina para a grávida, nos postos de saúde, protege o bebê antes de nascer. 2) Proteção direta para o bebê (Nirsevimabe) nas maternidades/RIE, para prematuros e bebês com condições especiais.",VSR - Informações Gerais,0,1,1,0,17.52,factual_correctness(mode=f1),0.48,ragas
Como funciona e o jque abrange o plano governamental dei munização contra o VSR?,"O plano governamental de imunização contra o Vírus Sincicial Respiratório (VSR) é uma iniciativa do Ministério da Saúde, realizada por meio do Programa Nacional de Imunizações (PNI).

Veja como funciona e o que abrange esse plano:

O objetivo principal é reduzir casos graves e mortes de crianças por doenças como bronquiolite e pneumonia causadas pelo VSR.
A estratégia envolve duas ações principais:

Imunização materna com a vacina Abrysvo, aplicada em gestantes.
Proteção passiva de recém-nascidos e lactentes de risco com o anticorpo monoclonal Nirsevimabe.

A coordenação é feita pelo Programa Nacional de Imunizações do Ministério da Saúde.
A execução ocorre de forma descentralizada, nas Unidades Básicas de Saúde (UBS) e na Rede de Imunização Estadual.

Se quiser saber mais detalhes sobre o público-alvo, calendário ou locais de vacinação, posso te ajudar! Tem mais alguma dúvida sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular?","É um programa do governo federal para proteger os bebês contra o vírus VSR, que causa bronquiolite e pneumonia. O programa oferece duas formas de proteção gratuitas pelo SUS: 1) Vacina para a grávida, nos postos de saúde, protege o bebê antes de nascer. 2) Proteção direta para o bebê (Nirsevimabe) nas maternidades/RIE, para prematuros e bebês com condições especiais.",VSR - Informações Gerais,0,1,1,0,16.85,factual_correctness(mode=f1),0.4,ragas
Como funciona e o q abrange o plano governamental de imunização contra o VSR?,"O plano governamental de imunização contra o Vírus Sincicial Respiratório (VSR) é coordenado pelo Ministério da Saúde, por meio do Programa Nacional de Imunizações (PNI). Ele foi instituído em fevereiro de 2025 e tem como principal objetivo reduzir casos graves de bronquiolite e pneumonia em crianças, doenças associadas ao VSR.

O plano abrange:

Imunização de gestantes com a vacina Abrysvo, para proteger os recém-nascidos por meio da imunidade materna.
Proteção passiva de recém-nascidos e lactentes de risco com o anticorpo monoclonal Nirsevimabe.
A execução é feita de forma descentralizada, nas Unidades Básicas de Saúde (UBS) e na Rede RIE.

Se quiser saber mais detalhes sobre o público-alvo, calendário ou locais de vacinação, posso te ajudar! Tem interesse em alguma dessas informações?","É um programa do governo federal para proteger os bebês contra o vírus VSR, que causa bronquiolite e pneumonia. O programa oferece duas formas de proteção gratuitas pelo SUS: 1) Vacina para a grávida, nos postos de saúde, protege o bebê antes de nascer. 2) Proteção direta para o bebê (Nirsevimabe) nas maternidades/RIE, para prematuros e bebês com condições especiais.",VSR - Informações Gerais,0,1,0,0,16.51,factual_correctness(mode=f1),0.6,ragas
Como funciona e o que abrange o plano governamental de imunização contra o VSR?,"O plano governamental de imunização contra o Vírus Sincicial Respiratório (VSR) é chamado de Estratégia Nacional de Imunização contra o VSR. Ele foi criado pelo Governo Federal, por meio do Ministério da Saúde, dentro do Programa Nacional de Imunizações (PNI).

Esse plano tem como principal objetivo reduzir casos graves e mortes de crianças por bronquiolite e pneumonia causadas pelo VSR. Para isso, utiliza duas estratégias principais:

Imunização materna com a vacina Abrysvo, aplicada em gestantes para proteger os recém-nascidos.
Proteção passiva de recém-nascidos e lactentes de risco com o anticorpo monoclonal Nirsevimabe.

A coordenação do programa é feita pelo Programa Nacional de Imunizações do Ministério da Saúde, mas a aplicação das vacinas e anticorpos acontece de forma descentralizada, nas Unidades Básicas de Saúde (UBS) e na Rede de Imunização Estadual.

Se quiser saber mais detalhes sobre o público-alvo, o calendário ou outras vacinas do Programa Nacional de Imunizações, posso te ajudar! Tem mais alguma dúvida?","É um programa do governo federal para proteger os bebês contra o vírus VSR, que causa bronquiolite e pneumonia. O programa oferece duas formas de proteção gratuitas pelo SUS: 1) Vacina para a grávida, nos postos de saúde, protege o bebê antes de nascer. 2) Proteção direta para o bebê (Nirsevimabe) nas maternidades/RIE, para prematuros e bebês com condições especiais.",VSR - Informações Gerais,0,1,0,0,16.82,factual_correctness(mode=f1),0.33,ragas
"Como funciona o calendário de imunização com a vacina tríplice bacteriana (DTP adsorvida contra difteria, tétano e coqueluche)?","O calendário de imunização com a vacina tríplice bacteriana (DTP adsorvida contra difteria, tétano e coqueluche), conforme o Ministério da Saúde, segue as seguintes orientações:

Público-alvo: crianças a partir de quinze meses até menores de sete anos (seis anos, onze meses e vinte e nove dias).
Esquema de reforço: • Primeira dose de reforço: aos quinze meses de idade, com intervalo mínimo de seis meses após a terceira dose da vacina pentavalente. • Segunda dose de reforço: aos quatro anos de idade, também com intervalo mínimo de seis meses após a primeira dose de reforço.
Caso a criança atinja seis anos sem ter tomado as doses de reforço, deve-se administrar a primeira dose de reforço mesmo assim.
Após completar o esquema de reforços até os seis anos, os reforços seguintes devem ser feitos com a vacina dT (difteria e tétano) a cada dez anos, ou a cada cinco anos em caso de ferimentos graves ou risco de exposição.

Contraindicações:

Crianças com sete anos ou mais não devem receber a DTP.
Histórico de reações graves após doses anteriores, como alergia a componentes da vacina, episódios hipotônico-hiporresponsivos nas primeiras quarenta e oito horas, convulsões nas primeiras setenta e duas horas ou encefalopatia aguda nos primeiros sete dias após aplicação.

Se quiser saber mais detalhes sobre outras vacinas do Programa Nacional de Imunizações ou sobre o Programa Farmácia Popular, posso te ajudar! Tem interesse em saber sobre outro imunizante ou benefício?","A vacina DTP  é utilizada como dose de reforço após o esquema básico completo de 3 doses realizado com a vacina penta. O esquema recomendado é de duas doses de reforço, a 1ª dose de reforço aos 15 meses e a 2ª dose aos 4 anos de idade, respeitando intervalo mínimo de 6 meses entre as doses. Caso haja atraso, a vacinação deve ser realizada o mais oportunamente possível, sem reiniciar o esquema.",Vacina DTP,0,1,0,0,19.19,factual_correctness(mode=f1),0.26,ragas
"Como funciona o calendário de imunização com a vacina tríplice bacteriana (DTP adsorvida contra difteria, tétano e coqueluche)?","O calendário de imunização com a vacina tríplice bacteriana (DTP adsorvida contra difteria, tétano e coqueluche), conforme o Ministério da Saúde, segue estas orientações principais:

Crianças que completaram o esquema básico com a vacina pentavalente (que inclui DTP) devem receber dois reforços com a DTP adsorvida.
O primeiro reforço é aplicado aos quinze meses de idade.
O segundo reforço é administrado aos quatro anos de idade.
A vacina DTP é indicada apenas para menores de sete anos (seis anos, onze meses e vinte e nove dias).
Para crianças entre um ano até seis anos, onze meses e vinte e nove dias, que não receberam os reforços, recomenda-se aplicar a primeira dose de reforço o quanto antes e a segunda dose respeitando um intervalo mínimo de seis meses entre elas.
Após a última dose de reforço com DTP, recomenda-se um reforço com a vacina dupla adulto (dT) a cada dez anos.
Em caso de ferimentos graves ou risco de exposição ao tétano/difteria, esse intervalo pode ser antecipado para cinco anos.

Se precisar de mais detalhes sobre o calendário vacinal, outras vacinas ou informações sobre o Programa Farmácia Popular, posso ajudar!","A vacina DTP  é utilizada como dose de reforço após o esquema básico completo de 3 doses realizado com a vacina penta. O esquema recomendado é de duas doses de reforço, a 1ª dose de reforço aos 15 meses e a 2ª dose aos 4 anos de idade, respeitando intervalo mínimo de 6 meses entre as doses. Caso haja atraso, a vacinação deve ser realizada o mais oportunamente possível, sem reiniciar o esquema.",Vacina DTP,0,1,0,0,18.91,factual_correctness(mode=f1),0.67,ragas
"Como funciona o calendário de imunização e em q momento deve-se receber a vacina contra sarampo, caxumba e rubéola (SCR)?","O calendário de imunização do Ministério da Saúde, por meio do Programa Nacional de Imunizações, orienta sobre a aplicação da vacina tríplice viral (SCR), que protege contra sarampo, caxumba e rubéola, da seguinte forma:

Crianças devem receber a primeira dose da vacina SCR aos doze meses de idade.
A segunda dose é aplicada aos quinze meses, preferencialmente com a vacina tetraviral (SCRV), que também protege contra varicela (catapora). Caso não esteja disponível, pode ser feita a tríplice viral junto com a vacina monovalente de varicela, em locais diferentes do corpo.
Para pessoas de doze meses até vinte e nove anos sem esquema vacinal completo, é necessário iniciar ou completar o esquema com duas doses, respeitando intervalo mínimo de trinta dias entre elas.
Pessoas de trinta a cinquenta e nove anos sem comprovação do esquema completo devem receber uma dose.
Em situações especiais, como bloqueio vacinal, crianças de seis a onze meses e vinte e nove dias podem receber uma “dose zero” provisória, mas ainda assim devem seguir o calendário regular.

Se precisar de mais detalhes sobre o calendário vacinal, outras vacinas ou informações sobre o Programa Farmácia Popular, posso ajudar!","A vacina SCR (sarampo, caxumba e rubéola atenuada) ou tríplice viral tem esquema básico de 2 doses, sendo a primeira aos 12 meses e a segunda aos 15 meses de idade. Recomenda-se que a dose dos 15 meses seja aplicada junto com a vacina contra varicela, em locais diferentes do corpo. Em caso de atraso, até os 29 anos de idade, recomenda-se 2 doses da vacina SCR; de 30 a 59 anos, 1 dose vacinal; e trabalhadores de saúde 2 doses, independente da idade.",Vacina tríplice viral,0,1,0,0,20.08,factual_correctness(mode=f1),0.55,ragas
"Como funciona o calendário de imunização e em que momento deve-se receber a vacina contra sarampo, caxumba e rubéola (SCR)?","O calendário de imunização do Ministério da Saúde orienta que a vacina contra sarampo, caxumba e rubéola (SCR), conhecida como tríplice viral, deve ser administrada da seguinte forma:

Primeira dose: aos doze meses de idade.
Segunda dose: aos quinze meses de idade.

Para a população geral entre doze meses e cinquenta e nove anos, é necessário garantir o esquema completo com duas doses da SCR.

Em situações de surto ou risco, crianças de seis a onze meses podem receber uma dose chamada “dose zero”, mas essa dose não substitui as doses de rotina aos doze e quinze meses.

Trabalhadores de saúde, independentemente da idade, devem ter duas doses comprovadas. Para pessoas entre trinta e cinquenta e nove anos sem comprovação vacinal, aplica-se uma dose única.

Se precisar de mais detalhes sobre outras vacinas do calendário vacinal ou quiser saber sobre o Programa Farmácia Popular, posso ajudar! Deseja saber mais sobre algum grupo específico ou outra vacina?","A vacina SCR (sarampo, caxumba e rubéola atenuada) ou tríplice viral tem esquema básico de 2 doses, sendo a primeira aos 12 meses e a segunda aos 15 meses de idade. Recomenda-se que a dose dos 15 meses seja aplicada junto com a vacina contra varicela, em locais diferentes do corpo. Em caso de atraso, até os 29 anos de idade, recomenda-se 2 doses da vacina SCR; de 30 a 59 anos, 1 dose vacinal; e trabalhadores de saúde 2 doses, independente da idade.",Vacina tríplice viral,0,1,0,0,17.98,factual_correctness(mode=f1),0.63,ragas
Como funciona o cronogama de aplicação e as doses previstas para a vacina pentavalente (DTP-aHib-HB)?,"O cronograma de aplicação da vacina pentavalente (DTP-aHib-HB), conforme o Programa Nacional de Imunizações do Ministério da Saúde, segue o seguinte esquema para crianças:

• Esquema básico: são previstas três doses, aplicadas aos dois meses, quatro meses e seis meses de vida.
• Intervalo recomendado: sessenta dias entre as doses.
• Volume e via de administração: cada dose é de zero vírgula cinco mililitros, aplicada por via intramuscular, preferencialmente na coxa.
• Público-alvo: indicada para crianças no primeiro ano de vida.

Após o esquema básico, são recomendados dois reforços com a vacina DTP (tríplice bacteriana):
• Primeiro reforço: aos quinze meses de idade.
• Segundo reforço: aos quatro anos de idade.

Se precisar de mais detalhes sobre o calendário vacinal, reações ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Deseja saber mais sobre algum outro imunizante ou sobre o Programa Farmácia Popular?","A agenda oportuna é o tempo ideal para se receber determinada vacina. Para a vacina penta  é composto por três doses, aplicadas aos 2, 4 e 6 meses de idade, com intervalo de 60 dias entre as doses, mínimo de 30 dias em situações excepcionais. A terceira dose não deverá ser administrada antes dos 6 meses de idade. As doses de reforço são 2 doses, sendo o 1º reforço aos 15 meses e o 2º reforço aos 4 anos de idade, com uso da vacina DTP (tríplice bacteriana).  ",Vacina penta,0,1,1,0,20.29,factual_correctness(mode=f1),0.72,ragas
